flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
1083,LAX,EWX,04-09-2022,53167,Vegetarian entree,VG,2,0
1465,EWX,FLX,06-09-2022,61529,Zatar chicken,C,5,1
1859,IAX,AUX,03-09-2022,61530,Impossible Meatball Bowl,V,4,0
2487,TPX,ORX,09-09-2022,58019,Belgium waffle,WF,8,3
1417,IAX,LAX,09-09-2022,60983,Zatar chicken,C,10,9
709,DEX,SFX,10-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1274,DEX,RIX,11-09-2022,61360,Brioche cheeseburger,B,2,0
1439,EWX,DEX,14-09-2022,58981,Scrambled eggs,O,8,0
1440,IAX,SJX,20-09-2022,60983,Zatar chicken,C,5,0
2617,LAX,IAX,27-09-2022,58563,Tomato and kale baked egg,E,1,0
1692,CUX,DEX,28-09-2022,58109,Chicken breast entree,C,12,0
2308,DEX,LIX,29-09-2022,54759,Seared beef short rib,B,5,0
2369,SFX,DEX,07-09-2022,61530,Impossible Meatball Bowl,V,5,0
1187,DFX,ORX,08-09-2022,61529,Zatar chicken,C,7,4
1502,IAX,LGX,09-09-2022,60983,Zatar chicken,C,10,10
212,ATX,SFX,12-09-2022,61529,Zatar chicken,C,7,7
2169,SNX,ORX,13-09-2022,60987,Impossible Meatball Bowl,V,5,5
1789,SFX,IAX,20-09-2022,61360,Brioche cheeseburger,B,5,0
749,ORX,SEX,23-09-2022,58766,Gingerbread French Toast,FT,1,0
743,ORX,SBX,01-09-2022,60987,Impossible Meatball Bowl,V,2,4
1434,EWX,YVX,03-09-2022,60987,Impossible Meatball Bowl,V,0,2
1163,BQX,EWX,05-09-2022,60987,Impossible Meatball Bowl,V,8,1
2682,DEX,SFX,07-09-2022,60987,Impossible Meatball Bowl,V,11,0
2215,JAX,EWX,11-09-2022,61529,Zatar chicken,C,7,0
2333,SFX,MCX,14-09-2022,58019,Belgium waffle,WF,5,0
1903,IAX,GUX,18-09-2022,61360,Brioche cheeseburger,B,4,4
739,CMX,DEX,21-09-2022,58981,Scrambled eggs,O,8,8
2666,ORX,IAX,24-09-2022,61529,Zatar chicken,C,7,6
1125,DEX,SMX,25-09-2022,58766,Gingerbread French Toast,FT,4,2
412,DEX,LGX,27-09-2022,61360,Brioche cheeseburger,B,4,4
1472,EWX,SDX,12-09-2022,58981,Scrambled eggs,O,10,3
1188,BOX,SFX,16-09-2022,60983,Zatar chicken,C,11,8
2328,ORX,SFX,21-09-2022,60987,Impossible Meatball Bowl,V,9,0
1454,EWX,LAX,25-09-2022,54076,Cacio e Pepe ravioli,P,15,0
2031,DEX,CUX,27-09-2022,58981,Scrambled eggs,O,6,0
1713,SFX,IAX,02-09-2022,60983,Zatar chicken,C,11,8
708,IAX,SJX,04-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1670,PUX,IAX,04-09-2022,60987,Impossible Meatball Bowl,V,8,5
1648,DCX,IAX,08-09-2022,58019,Belgium waffle,WF,6,4
2144,EWX,SJX,20-09-2022,58981,Scrambled eggs,O,21,17
2028,MSX,EWX,20-09-2022,61530,Impossible Meatball Bowl,V,5,2
327,IAX,SEX,10-09-2022,60983,Zatar chicken,C,7,7
328,DEX,IAX,17-09-2022,60983,Zatar chicken,C,12,9
1009,BOX,SFX,29-09-2022,58981,Scrambled eggs,O,10,8
2317,ORX,SAX,29-09-2022,61529,Zatar chicken,C,6,4
1458,DEX,LGX,30-09-2022,60987,Impossible Meatball Bowl,V,4,3
1422,SEX,DEX,03-09-2022,58574,Belgium waffle,WF,6,5
1445,IAX,DCX,10-09-2022,60987,Impossible Meatball Bowl,V,4,2
590,DEX,EUX,13-09-2022,60983,Zatar chicken,C,9,6
1917,IAX,PTX,25-09-2022,58981,Scrambled eggs,O,6,0
1542,LAX,IAX,29-09-2022,61530,Impossible Meatball Bowl,V,5,2
2457,LAX,EWX,25-09-2022,58488,Tapas,O2,22,22
1498,SFX,IAX,25-09-2022,61360,Brioche cheeseburger,B,2,0
425,IAX,SFX,29-09-2022,58766,Gingerbread French Toast,FT,1,0
1172,DEX,SFX,30-09-2022,58981,Scrambled eggs,O,7,0
1414,LAX,IAX,13-09-2022,60987,Impossible Meatball Bowl,V,6,0
2154,DEX,SNX,14-09-2022,61360,Brioche cheeseburger,B,3,0
1998,IAX,SFX,20-09-2022,61529,Zatar chicken,C,6,0
2018,IAX,BOX,22-09-2022,58563,Tomato and kale baked egg,E,2,0
2433,DEX,GRX,24-09-2022,60987,Impossible Meatball Bowl,V,7,5
2155,ORX,SAX,29-09-2022,61360,Brioche cheeseburger,B,2,0
1706,IAX,SFX,10-09-2022,61360,Brioche cheeseburger,B,1,0
1765,SFX,IAX,10-09-2022,58019,Belgium waffle,WF,9,8
2109,EWX,SAX,11-09-2022,60983,Zatar chicken,C,4,0
1169,SFX,YYX,11-09-2022,61360,Brioche cheeseburger,B,7,0
555,DEX,RNX,14-09-2022,61530,Impossible Meatball Bowl,V,5,0
1230,EWX,DFX,18-09-2022,61530,Impossible Meatball Bowl,V,4,4
1454,EWX,LAX,21-09-2022,54076,Cacio e Pepe ravioli,P,15,0
796,DEX,LAX,21-09-2022,60987,Impossible Meatball Bowl,V,3,2
2046,DEX,TPX,22-09-2022,58981,Scrambled eggs,O,10,9
678,ORX,BOX,23-09-2022,60987,Impossible Meatball Bowl,V,6,5
1296,LAX,LIX,24-09-2022,58766,Gingerbread French Toast,FT,3,3
2204,EWX,LAX,25-09-2022,54076,Cacio e Pepe ravioli,P,13,0
424,YYX,DEX,29-09-2022,45387,Spinach and red pepper quiche,E,8,4
1126,DEX,CUX,23-09-2022,60987,Impossible Meatball Bowl,V,4,0
2279,ORX,SEX,25-09-2022,60987,Impossible Meatball Bowl,V,7,7
2426,IAX,ORX,27-09-2022,60549,Vegetarian chili and polenta cake,V,2,1
1513,IAX,LIX,19-09-2022,58019,Belgium waffle,WF,8,0
1227,IAX,JAX,21-09-2022,60983,Zatar chicken,C,6,0
2053,ORX,DFX,22-09-2022,58981,Scrambled eggs,O,7,6
1765,SFX,IAX,22-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
5600,MKX,IAX,23-09-2022,57994,Classic selection cheese tray,O,12,0
2357,SFX,AUX,28-09-2022,61360,Brioche cheeseburger,B,1,0
1814,IAX,LAX,30-09-2022,60983,Zatar chicken,C,10,6
2022,IAX,SJX,24-09-2022,58019,Belgium waffle,WF,8,0
2231,ORX,DFX,20-09-2022,60983,Zatar chicken,C,10,0
2031,DEX,CUX,21-09-2022,58563,Tomato and kale baked egg,E,1,0
1673,DEX,SFX,25-09-2022,58574,Belgium waffle,WF,5,5
2263,SFX,CLX,30-09-2022,52133,Gluten-free Meal,GF,1,1
2390,ORX,RSX,11-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
435,EWX,IAX,08-09-2022,58981,Scrambled eggs,O,8,0
497,DEX,MSX,18-09-2022,61360,Brioche cheeseburger,B,2,0
797,IAX,LAX,30-09-2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,6,0
793,LAX,EWX,19-09-2022,50950,Butternut squash ravioli,P,5,0
1920,IAX,CZX,10-09-2022,58019,Belgium waffle,WF,16,0
334,BOX,LAX,24-09-2022,60987,Impossible Meatball Bowl,V,8,8
306,BOX,IAX,13-09-2022,61529,Zatar chicken,C,7,6
1600,IAX,LAX,13-09-2022,60983,Zatar chicken,C,8,5
1843,IAX,DEX,18-09-2022,60987,Impossible Meatball Bowl,V,6,0
1094,DEX,LAX,21-09-2022,58981,Scrambled eggs,O,11,0
347,ORX,SNX,24-09-2022,61524,Scrambled eggs,O,5,0
2201,EWX,SAX,21-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,1,1
2228,JAX,IAX,02-09-2022,58090,Classic selection cheese tray,O,12,0
2471,RNX,DEX,07-09-2022,61530,Impossible Meatball Bowl,V,5,2
1661,IAX,SAX,25-09-2022,61524,Scrambled eggs,O,5,4
2313,DEX,ORX,21-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
390,EWX,DEX,30-09-2022,61360,Brioche cheeseburger,B,1,0
590,DEX,EUX,25-09-2022,60987,Impossible Meatball Bowl,V,2,0
716,IAX,ORX,26-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1622,LAX,MCX,01-09-2022,58019,Belgium waffle,WF,10,0
212,ATX,SFX,02-09-2022,61529,Zatar chicken,C,7,7
1709,DEX,PVX,06-09-2022,58766,Gingerbread French Toast,FT,1,0
241,STX,EWX,06-09-2022,58090,Classic selection cheese tray,O,20,0
376,FAX,DEX,10-09-2022,61529,Zatar chicken,C,7,0
794,RNX,DEX,10-09-2022,58090,Classic selection cheese tray,O,12,0
1488,IAX,SAX,13-09-2022,58766,Gingerbread French Toast,FT,1,0
1022,EWX,PTX,15-09-2022,60983,Zatar chicken,C,9,9
1799,IAX,PHX,18-09-2022,60549,Vegetarian chili and polenta cake,V,4,0
1842,SFX,IAX,19-09-2022,60987,Impossible Meatball Bowl,V,7,5
212,ATX,SFX,21-09-2022,61530,Impossible Meatball Bowl,V,4,4
590,DEX,EUX,21-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1938,DFX,ORX,24-09-2022,61529,Zatar chicken,C,7,6
1685,SFX,LIX,24-09-2022,54759,Seared beef short rib,B,8,0
1726,SFX,OGX,01-09-2022,58049,Cinnamon French toast,FT,16,0
673,DEX,IAX,02-09-2022,61360,Brioche cheeseburger,B,3,0
1223,EWX,SJX,03-09-2022,60983,Zatar chicken,C,10,4
2437,DEX,MSX,05-09-2022,58272,Horchata steel cut oatmeal,OM,2,2
684,DEX,SFX,08-09-2022,60987,Impossible Meatball Bowl,V,5,2
691,DEX,SEX,01-09-2022,60987,Impossible Meatball Bowl,V,12,10
540,SFX,OGX,01-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
594,DEX,IAX,02-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
1731,LAX,MCX,03-09-2022,60983,Zatar chicken,C,9,0
2218,IAX,MIX,04-09-2022,60983,Zatar chicken,C,18,7
413,SFX,MEX,04-09-2022,61529,Zatar chicken,C,7,5
2621,ORX,SNX,05-09-2022,58981,Scrambled eggs,O,8,0
1188,BOX,SFX,06-09-2022,60987,Impossible Meatball Bowl,V,16,14
1500,EWX,LAX,06-09-2022,58049,Cinnamon French toast,FT,13,0
1772,SEX,ORX,10-09-2022,58981,Scrambled eggs,O,20,20
292,IAX,SMX,10-09-2022,58764,Mediterranean Falafel Bowl,V,3,0
515,LAX,JFX,04-09-2022,58488,Tapas,O2,8,8
1871,IAX,SFX,04-09-2022,60987,Impossible Meatball Bowl,V,6,0
1742,LAX,SJX,04-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
1100,SJX,IAX,10-09-2022,58109,Chicken breast entree,C,20,20
1500,EWX,LAX,11-09-2022,52192,ASIAN VEGETARIAN MEAL,AV,1,1
2264,PVX,IAX,02-09-2022,61529,Zatar chicken,C,7,5
276,IAX,GUX,02-09-2022,60983,Zatar chicken,C,10,0
468,BOX,DEX,03-09-2022,58981,Scrambled eggs,O,10,4
746,FLX,DEX,04-09-2022,60987,Impossible Meatball Bowl,V,8,8
1736,LAX,EWX,14-09-2022,60987,Impossible Meatball Bowl,V,12,0
2160,IAX,IAX,16-09-2022,61529,Zatar chicken,C,5,0
1097,IAX,SJX,18-09-2022,58272,Horchata steel cut oatmeal,OM,1,1
385,DEX,HNX,19-09-2022,58676,Butternut squash schnitzel,V,16,8
2651,LAX,HNX,19-09-2022,60458,Crispy Hawaiian garlic tofu,V,4,3
472,IAX,IAX,22-09-2022,61524,Scrambled eggs,O,4,4
1567,IAX,MEX,23-09-2022,61360,Brioche cheeseburger,B,1,0
1125,IAX,MIX,02-09-2022,60983,Zatar chicken,C,16,8
2473,SAX,IAX,03-09-2022,58981,Scrambled eggs,O,16,16
2214,LAX,EWX,03-09-2022,57823,Tomato and kale baked egg,E,34,0
502,DEX,FLX,03-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
215,SFX,DEX,04-09-2022,60983,Zatar chicken,C,22,10
1051,MCX,EWX,04-09-2022,60987,Impossible Meatball Bowl,V,8,8
659,AUX,EWX,04-09-2022,60987,Impossible Meatball Bowl,V,8,8
2657,IAX,SNX,04-09-2022,60983,Zatar chicken,C,5,4
765,DEX,BOX,05-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2214,LAX,EWX,06-09-2022,58049,Cinnamon French toast,FT,45,0
2626,DFX,ORX,06-09-2022,61529,Zatar chicken,C,7,7
269,EWX,BOX,01-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,1,1
2144,EWX,SJX,04-09-2022,58981,Scrambled eggs,O,20,0
490,DEX,IAX,04-09-2022,61529,Zatar chicken,C,6,3
1068,ORX,LAX,04-09-2022,60987,Impossible Meatball Bowl,V,7,0
2359,JAX,IAX,07-09-2022,58981,Scrambled eggs,O,6,5
1186,LAX,SJX,08-09-2022,58563,Tomato and kale baked egg,E,3,0
2303,ORX,BOX,12-09-2022,58019,Belgium waffle,WF,20,12
1715,LAX,IAX,13-09-2022,60987,Impossible Meatball Bowl,V,16,8
2181,DEX,SFX,25-09-2022,58019,Belgium waffle,WF,11,0
1930,EWX,MCX,26-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1549,IAX,DEX,26-09-2022,61360,Brioche cheeseburger,B,3,0
1245,EWX,DEX,27-09-2022,58019,Belgium waffle,WF,18,18
2385,LAX,IAX,29-09-2022,58019,Belgium waffle,WF,8,4
388,LAX,IAX,29-09-2022,61360,Brioche cheeseburger,B,2,0
2338,IAX,PHX,29-09-2022,60983,Zatar chicken,C,10,0
1601,ORX,LAX,11-09-2022,61360,Brioche cheeseburger,B,6,3
1272,SFX,MEX,15-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
398,DEX,ORX,20-09-2022,61360,Brioche cheeseburger,B,2,2
576,EWX,MSX,21-09-2022,58766,Gingerbread French Toast,FT,2,0
1515,DEX,GEX,23-09-2022,61524,Scrambled eggs,O,6,0
1574,IAX,LAX,27-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
1111,OGX,LAX,04-09-2022,52192,ASIAN VEGETARIAN MEAL,AV,2,2
2362,LAX,IAX,05-09-2022,60983,Zatar chicken,C,8,6
540,SFX,OGX,16-09-2022,53014,Thai chicken,C,14,14
2307,ORX,BOX,20-09-2022,61360,Brioche cheeseburger,B,2,0
432,BOX,ORX,20-09-2022,60987,Impossible Meatball Bowl,V,8,5
584,ORX,DFX,21-09-2022,61530,Impossible Meatball Bowl,V,5,4
1297,ORX,SJX,22-09-2022,58563,Tomato and kale baked egg,E,1,0
2301,SNX,DEX,23-09-2022,60987,Impossible Meatball Bowl,V,6,0
1784,SFX,AUX,26-09-2022,58563,Tomato and kale baked egg,E,2,0
2189,DEX,FLX,02-09-2022,60987,Impossible Meatball Bowl,V,12,0
743,IAX,DFX,13-09-2022,61524,Scrambled eggs,O,6,6
3586,EWX,STX,15-09-2022,60985,Zatar chicken,C,14,0
414,IAX,MCX,16-09-2022,58981,Scrambled eggs,O,22,0
1955,SFX,DCX,16-09-2022,58766,Gingerbread French Toast,FT,2,1
1894,IAX,SFX,17-09-2022,60983,Zatar chicken,C,18,18
2281,LAX,BOX,19-09-2022,58019,Belgium waffle,WF,20,12
2281,LAX,BOX,27-09-2022,58272,Horchata steel cut oatmeal,OM,4,3
735,DEX,NAX,03-09-2022,58563,Tomato and kale baked egg,E,3,0
1170,ORX,COX,13-09-2022,58981,Scrambled eggs,O,6,8
2407,ORX,LAX,15-09-2022,61360,Brioche cheeseburger,B,2,0
389,LAX,SEX,17-09-2022,60987,Impossible Meatball Bowl,V,10,3
2381,ORX,DEX,18-09-2022,61360,Brioche cheeseburger,B,2,0
2650,ORX,LAX,19-09-2022,60987,Impossible Meatball Bowl,V,10,10
1856,IAX,FLX,22-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
231,DCX,IAX,24-09-2022,61524,Scrambled eggs,O,6,5
1792,LAX,ORX,24-09-2022,60983,Zatar chicken,C,10,8
2338,IAX,PHX,06-09-2022,60987,Impossible Meatball Bowl,V,7,0
1066,EWX,MEX,07-09-2022,60983,Zatar chicken,C,6,5
1673,DEX,SFX,09-09-2022,58563,Tomato and kale baked egg,E,1,0
722,EWX,MCX,11-09-2022,60983,Zatar chicken,C,12,11
1525,IAX,EWX,12-09-2022,58019,Belgium waffle,WF,30,24
1477,DEX,RIX,13-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
781,IAX,LAX,14-09-2022,60987,Impossible Meatball Bowl,V,6,6
347,ORX,SNX,19-09-2022,61524,Scrambled eggs,O,5,0
1215,IAX,LAX,01-09-2022,60987,Impossible Meatball Bowl,V,14,10
1582,SAX,DEX,01-09-2022,60983,Zatar chicken,C,10,0
1945,ORX,PHX,06-09-2022,61530,Impossible Meatball Bowl,V,4,2
1981,SNX,ORX,07-09-2022,60987,Impossible Meatball Bowl,V,12,0
1974,EWX,IAX,08-09-2022,60987,Impossible Meatball Bowl,V,4,0
2026,IAX,LAX,10-09-2022,58981,Scrambled eggs,O,6,6
1924,IAX,LGX,11-09-2022,58019,Belgium waffle,WF,14,5
2484,ORX,PDX,11-09-2022,58019,Belgium waffle,WF,4,4
1925,SNX,EWX,13-09-2022,60987,Impossible Meatball Bowl,V,5,0
1562,DEX,SFX,15-09-2022,61360,Brioche cheeseburger,B,10,0
501,INX,SFX,15-09-2022,58981,Scrambled eggs,O,8,8
1940,EWX,PBX,26-09-2022,58563,Tomato and kale baked egg,E,1,0
413,SFX,MEX,27-09-2022,61530,Impossible Meatball Bowl,V,4,0
1568,MEX,IAX,30-09-2022,58106,Savory breakfast entree,BR,5,0
2185,MCX,EWX,02-09-2022,60987,Impossible Meatball Bowl,V,6,1
1759,DEX,KOX,06-09-2022,57751,Grilled chicken,C,6,0
2677,ORX,LAX,07-09-2022,60983,Zatar chicken,C,10,0
2070,IAX,IAX,11-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1766,SFX,DFX,14-09-2022,61529,Zatar chicken,C,7,5
1795,OGX,SFX,01-09-2022,57484,Tomato and kale baked egg,E,14,0
1753,EWX,RSX,03-09-2022,61360,Brioche cheeseburger,B,1,0
700,DEX,IAX,05-09-2022,58981,Scrambled eggs,O,14,0
723,ORX,FLX,07-09-2022,58981,Scrambled eggs,O,12,10
1883,IAX,LAX,07-09-2022,61360,Brioche cheeseburger,B,4,0
1979,DEX,CVX,07-09-2022,58563,Tomato and kale baked egg,E,1,0
1900,IAX,ORX,10-09-2022,61529,Zatar chicken,C,5,3
1928,SFX,ORX,13-09-2022,58019,Belgium waffle,WF,12,4
2624,SFX,OGX,03-09-2022,32847,Gluten-free Meal,GF,1,0
792,BZX,ORX,03-09-2022,60983,Zatar chicken,C,12,0
332,BOX,ORX,07-09-2022,61530,Impossible Meatball Bowl,V,5,5
766,EWX,DFX,01-09-2022,60987,Impossible Meatball Bowl,V,5,4
2304,IAX,SAX,07-09-2022,58764,Mediterranean Falafel Bowl,V,4,0
2178,PDX,ORX,08-09-2022,60983,Zatar chicken,C,12,8
568,ORX,MSX,09-09-2022,61360,Brioche cheeseburger,B,6,3
1169,SFX,YYX,10-09-2022,60987,Impossible Meatball Bowl,V,5,4
766,RDX,IAX,10-09-2022,58574,Belgium waffle,WF,6,5
1652,EWX,MSX,14-09-2022,58766,Gingerbread French Toast,FT,1,0
2642,SAX,EWX,15-09-2022,60983,Zatar chicken,C,22,5
1991,EWX,PDX,17-09-2022,58272,Horchata steel cut oatmeal,OM,3,0
1865,DEX,IAX,25-09-2022,58019,Belgium waffle,WF,6,0
1504,ORX,BOX,26-09-2022,60983,Zatar chicken,C,18,4
1934,SNX,ORX,28-09-2022,58019,Belgium waffle,WF,8,5
342,IAX,MIX,03-09-2022,60987,Impossible Meatball Bowl,V,6,0
1195,ORX,SEX,06-09-2022,58981,Scrambled eggs,O,11,11
1064,EWX,MEX,06-09-2022,56449,Kosher Meal,KS,2,2
1965,IAX,SEX,08-09-2022,58766,Gingerbread French Toast,FT,1,0
2341,ORX,MCX,09-09-2022,61360,Brioche cheeseburger,B,8,0
1186,LAX,SJX,14-09-2022,58563,Tomato and kale baked egg,E,2,0
2156,IAX,SFX,14-09-2022,60983,Zatar chicken,C,11,0
2243,ORX,LAX,21-09-2022,58981,Scrambled eggs,O,18,17
1561,SJX,EWX,24-09-2022,58109,Chicken breast entree,C,18,9
2264,PVX,IAX,25-09-2022,61530,Impossible Meatball Bowl,V,5,0
2288,ORX,SMX,06-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
797,IAX,LAX,07-09-2022,58981,Scrambled eggs,O,7,5
2298,EWX,LAX,06-09-2022,60549,Vegetarian chili and polenta cake,V,1,1
327,SEX,EWX,07-09-2022,60983,Zatar chicken,C,11,9
2472,SAX,EWX,13-09-2022,17185,Gluten-free Meal,GF,1,0
1606,LAX,BWX,14-09-2022,60987,Impossible Meatball Bowl,V,16,-2
1981,ORX,PWX,05-09-2022,61360,Brioche cheeseburger,B,2,0
2465,SNX,ORX,08-09-2022,60987,Impossible Meatball Bowl,V,6,0
2486,ORX,DEX,09-09-2022,61360,Brioche cheeseburger,B,3,0
2359,IAX,SAX,10-09-2022,58766,Gingerbread French Toast,FT,2,1
1567,IAX,MEX,12-09-2022,61360,Brioche cheeseburger,B,1,0
2211,SAX,IAX,19-09-2022,60987,Impossible Meatball Bowl,V,6,2
473,SFX,RDX,21-09-2022,58981,Scrambled eggs,O,6,6
2046,DEX,TPX,23-09-2022,58766,Gingerbread French Toast,FT,1,0
787,DEX,SJX,29-09-2022,58764,Mediterranean Falafel Bowl,FB,1,1
224,DFX,ORX,30-09-2022,60987,Impossible Meatball Bowl,V,6,5
2124,AUX,SFX,20-09-2022,58981,Scrambled eggs,O,16,0
2230,IAX,DEX,21-09-2022,58019,Belgium waffle,WF,6,5
2390,ORX,RSX,25-09-2022,60983,Zatar chicken,C,8,5
1456,LGX,DEX,27-09-2022,60987,Impossible Meatball Bowl,V,6,1
5650,OMX,SFX,28-09-2022,57994,Classic selection cheese tray,O,12,7
712,EWX,FLX,29-09-2022,61530,Impossible Meatball Bowl,V,4,3
1272,SFX,MEX,08-09-2022,61360,Brioche cheeseburger,B,3,0
2677,ORX,LAX,09-09-2022,58764,Mediterranean Falafel Bowl,V,4,0
1012,DEX,ORX,10-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
1214,ORX,TPX,01-09-2022,61360,Brioche cheeseburger,B,2,2
2036,SFX,ORX,04-09-2022,60987,Impossible Meatball Bowl,V,11,11
394,BWX,DEX,06-09-2022,60987,Impossible Meatball Bowl,V,6,0
1242,LAX,DEX,02-09-2022,60987,Impossible Meatball Bowl,V,4,0
2285,SEX,ORX,04-09-2022,60983,Zatar chicken,C,10,0
787,DEX,SJX,10-09-2022,60983,Zatar chicken,C,10,0
1946,MSX,DEX,19-09-2022,60983,Zatar chicken,C,10,7
673,DEX,IAX,21-09-2022,60987,Impossible Meatball Bowl,V,5,5
423,DEX,BOX,22-09-2022,60987,Impossible Meatball Bowl,V,8,0
1814,IAX,LAX,08-09-2022,61360,Brioche cheeseburger,B,2,0
557,DEX,MFX,11-09-2022,60983,Zatar chicken,C,18,4
1214,ORX,TPX,12-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2018,IAX,BOX,13-09-2022,58574,Belgium waffle,WF,5,4
636,EWX,MSX,13-09-2022,61360,Brioche cheeseburger,B,4,0
1813,DEX,EWX,15-09-2022,58272,Horchata steel cut oatmeal,OM,2,0
558,SFX,AUX,18-09-2022,60983,Zatar chicken,C,8,2
791,ORX,YVX,19-09-2022,60549,Vegetarian chili and polenta cake,V,2,1
708,IAX,SJX,24-09-2022,61360,Brioche cheeseburger,B,2,0
1290,EWX,MCX,08-09-2022,60549,Vegetarian chili and polenta cake,V,3,2
519,IAX,XPX,16-09-2022,58981,Scrambled eggs,O,6,6
2457,LAX,EWX,18-09-2022,58488,Tapas,O2,22,22
1548,ORX,MEX,14-09-2022,61530,Impossible Meatball Bowl,V,5,0
413,SFX,MEX,15-09-2022,61530,Impossible Meatball Bowl,V,4,0
2613,PDX,EWX,09-09-2022,60987,Impossible Meatball Bowl,V,7,1
472,IAX,IAX,11-09-2022,58574,Belgium waffle,WF,5,4
2067,ORX,SAX,18-09-2022,58019,Belgium waffle,WF,8,0
1603,MCX,DEX,23-09-2022,60987,Impossible Meatball Bowl,V,8,8
2228,LAX,DEX,24-09-2022,60983,Zatar chicken,C,7,0
2035,IAX,SFX,25-09-2022,60983,Zatar chicken,C,9,0
2327,ORX,TPX,26-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
2288,ORX,SMX,27-09-2022,58981,Scrambled eggs,O,7,4
1817,DEX,CLX,08-09-2022,60987,Impossible Meatball Bowl,V,6,0
2676,IAX,LAX,11-09-2022,60987,Impossible Meatball Bowl,V,6,3
765,DEX,BOX,11-09-2022,60987,Impossible Meatball Bowl,V,7,7
1243,SAX,IAX,14-09-2022,58109,Chicken breast entree,C,20,18
2336,LAX,EWX,15-09-2022,58488,Tapas,O2,8,8
184,GUX,MNX,15-09-2022,40980,Grilled chicken breast,C,6,0
1048,DEX,FAX,20-09-2022,61360,Brioche cheeseburger,B,4,0
1924,IAX,LGX,22-09-2022,58766,Gingerbread French Toast,FT,2,0
463,IAX,PDX,22-09-2022,60987,Impossible Meatball Bowl,V,18,6
540,SFX,OGX,10-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
6340,SLX,IAX,13-09-2022,57994,Classic selection cheese tray,O,12,7
1417,IAX,LAX,18-09-2022,61360,Brioche cheeseburger,B,3,3
1525,IAX,EWX,18-09-2022,58981,Scrambled eggs,O,15,0
1945,ORX,PHX,19-09-2022,61529,Zatar chicken,C,5,4
1917,IAX,PTX,26-09-2022,58981,Scrambled eggs,O,9,0
1168,SAX,IAX,28-09-2022,60987,Impossible Meatball Bowl,V,16,5
2309,IAX,SJX,29-09-2022,60983,Zatar chicken,C,11,0
2187,SAX,EWX,30-09-2022,60983,Zatar chicken,C,9,9
1822,ORX,DEX,30-09-2022,60987,Impossible Meatball Bowl,V,11,7
2666,ORX,IAX,04-09-2022,60983,Zatar chicken,C,8,0
775,EWX,MCX,06-09-2022,60983,Zatar chicken,C,9,0
2031,DEX,CUX,09-09-2022,58272,Horchata steel cut oatmeal,OM,4,0
696,ORX,SJX,10-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
268,BOX,DEX,11-09-2022,58981,Scrambled eggs,O,20,20
2173,PHX,EWX,24-09-2022,58574,Belgium waffle,WF,6,0
1281,IAX,SJX,25-09-2022,61360,Brioche cheeseburger,B,2,1
1448,SJX,IAX,28-09-2022,58106,Savory breakfast entree,BR,6,5
2147,LAX,DEX,24-09-2022,60987,Impossible Meatball Bowl,V,6,4
570,EWX,BQX,24-09-2022,61360,Brioche cheeseburger,B,6,0
553,LAX,DEX,25-09-2022,60987,Impossible Meatball Bowl,V,10,10
555,DEX,RNX,29-09-2022,61360,Brioche cheeseburger,B,1,0
709,DEX,SFX,28-09-2022,61529,Zatar chicken,C,7,6
1022,EWX,PTX,29-09-2022,60987,Impossible Meatball Bowl,V,14,10
2474,LAX,EWX,29-09-2022,50950,Butternut squash ravioli,P,15,0
728,PTX,EWX,30-09-2022,17185,Gluten-free Meal,GF,1,0
572,AUX,SFX,19-09-2022,61529,Zatar chicken,C,7,7
1213,SFX,PVX,22-09-2022,58563,Tomato and kale baked egg,E,1,0
1046,DEX,IAX,27-09-2022,58981,Scrambled eggs,O,10,0
1426,MKX,DEX,13-09-2022,60987,Impossible Meatball Bowl,V,6,0
1723,OGX,SFX,14-09-2022,58091,Chicken katsu,C,22,0
